cisp;mes;ano;munic;regiao;roubo_veiculo;flag
60;11;2011;Duque de Caxias;Baixada Fluminense;54;mais
61;11;2011;Duque de Caxias;Baixada Fluminense;10;mais ou menos
62;11;2011;Duque de Caxias;Baixada Fluminense;27;mais
63;11;2011;Japeri;Baixada Fluminense;2;mais ou menos
64;11;2011;São João de Meriti;Baixada Fluminense;68;mais
65;11;2011;Magé;Baixada Fluminense;1;mais ou menos
66;11;2011;Magé;Baixada Fluminense;7;mais ou menos
67;11;2011;Guapimirim;Baixada Fluminense;2;mais ou menos
70;11;2011;Tanguá;Interior;0;menos
71;11;2011;Itaboraí;Interior;14;mais ou menos
72;11;2011;São Gonçalo;Grande Niterói;35;mais
73;11;2011;São Gonçalo;Grande Niterói;36;mais
74;11;2011;São Gonçalo;Grande Niterói;46;mais
75;11;2011;São Gonçalo;Grande Niterói;15;mais ou menos
76;11;2011;Niterói;Grande Niterói;11;mais ou menos
77;11;2011;Niterói;Grande Niterói;12;mais ou menos
78;11;2011;Niterói;Grande Niterói;29;mais
79;11;2011;Niterói;Grande Niterói;6;mais ou menos
81;11;2011;Niterói;Grande Niterói;9;mais ou menos
82;11;2011;Maricá;Grande Niterói;11;mais ou menos
88;11;2011;Barra do Pirai;Interior;0;menos
89;11;2011;Resende;Interior;1;mais ou menos
90;11;2011;Barra Mansa;Interior;3;mais ou menos
91;11;2011;Valença;Interior;0;menos
92;11;2011;Rio das Flores;Interior;0;menos
93;11;2011;Volta Redonda;Interior;1;mais ou menos
94;11;2011;Piraí;Interior;1;mais ou menos
95;11;2011;Vassouras;Interior;0;menos
96;11;2011;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;11;2011;Mendes;Interior;0;menos
98;11;2011;Engenheiro Paulo de Frontin;Interior;0;menos
99;11;2011;Itatiaia;Interior;0;menos
100;11;2011;"Porto Real;Quatis";Interior;1;mais ou menos
101;11;2011;Pinheiral;Interior;0;menos
104;11;2011;São José do Vale do Rio Preto;Interior;0;menos
105;11;2011;Petrópolis;Interior;0;menos
106;11;2011;Petrópolis;Interior;1;mais ou menos
107;11;2011;Paraíba do Sul;Interior;0;menos
108;11;2011;"Comendador Levy Gasparian;Areal;Três Rios";Interior;1;mais ou menos
109;11;2011;Sapucaia;Interior;0;menos
110;11;2011;Teresópolis;Interior;1;mais ou menos
111;11;2011;Sumidouro;Interior;0;menos
112;11;2011;Carmo;Interior;0;menos
118;11;2011;Araruama;Interior;4;mais ou menos
119;11;2011;Rio Bonito;Interior;4;mais ou menos
120;11;2011;Silva Jardim;Interior;0;menos
121;11;2011;Casimiro de Abreu;Interior;0;menos
122;11;2011;Conceição de Macabú;Interior;0;menos
123;11;2011;Macaé;Interior;9;mais ou menos
124;11;2011;Saquarema;Interior;0;menos
125;11;2011;São Pedro da Aldeia;Interior;7;mais ou menos
126;11;2011;Cabo Frio;Interior;2;mais ou menos
127;11;2011;Armação dos Búzios;Interior;0;menos
128;11;2011;Rio das Ostras;Interior;7;mais ou menos
129;11;2011;Iguaba Grande;Interior;0;menos
130;11;2011;"Quissamã;Carapebus";Interior;1;mais ou menos
132;11;2011;Arraial do Cabo;Interior;0;menos
134;11;2011;Campos dos Goytacazes;Interior;2;mais ou menos
135;11;2011;Itaocara;Interior;0;menos
136;11;2011;"Santo Antônio de Pádua;Aperibé";Interior;1;mais ou menos
137;11;2011;Miracema;Interior;0;menos
138;11;2011;Laje do Muriaé;Interior;0;menos
139;11;2011;Porciúncula;Interior;0;menos
140;11;2011;"Natividade;Varre-Sai";Interior;0;menos
141;11;2011;São Fidélis;Interior;0;menos
142;11;2011;Cambuci;Interior;0;menos
143;11;2011;"Itaperuna;São José de Ubá";Interior;0;menos
144;11;2011;Bom Jesus de Itabapoana;Interior;0;menos
145;11;2011;São João da Barra;Interior;1;mais ou menos
146;11;2011;Campos dos Goytacazes;Interior;3;mais ou menos
147;11;2011;São Francisco de Itabapoana;Interior;1;mais ou menos
148;11;2011;"Cardoso Moreira;Italva";Interior;0;menos
151;11;2011;Nova Friburgo;Interior;1;mais ou menos
152;11;2011;Duas Barras;Interior;0;menos
153;11;2011;Cantagalo;Interior;0;menos
154;11;2011;"Cordeiro;Macuco";Interior;0;menos
155;11;2011;São Sebastião do Alto;Interior;0;menos
156;11;2011;Santa Maria Madalena;Interior;0;menos
157;11;2011;Trajano de Morais;Interior;0;menos
158;11;2011;Bom Jardim;Interior;0;menos
159;11;2011;Cachoeiras de Macacu;Interior;1;mais ou menos
165;11;2011;Mangaratiba;Interior;0;menos
166;11;2011;Angra dos Reis;Interior;0;menos
167;11;2011;Paraty;Interior;0;menos
168;11;2011;Rio Claro;Interior;0;menos
1;12;2011;Rio de Janeiro;Capital;3;mais ou menos
4;12;2011;Rio de Janeiro;Capital;2;mais ou menos
5;12;2011;Rio de Janeiro;Capital;4;mais ou menos
6;12;2011;Rio de Janeiro;Capital;5;mais ou menos
7;12;2011;Rio de Janeiro;Capital;8;mais ou menos
9;12;2011;Rio de Janeiro;Capital;4;mais ou menos
10;12;2011;Rio de Janeiro;Capital;2;mais ou menos
12;12;2011;Rio de Janeiro;Capital;0;menos
13;12;2011;Rio de Janeiro;Capital;0;menos
14;12;2011;Rio de Janeiro;Capital;0;menos
15;12;2011;Rio de Janeiro;Capital;2;mais ou menos
16;12;2011;Rio de Janeiro;Capital;6;mais ou menos
17;12;2011;Rio de Janeiro;Capital;15;mais ou menos
18;12;2011;Rio de Janeiro;Capital;9;mais ou menos
19;12;2011;Rio de Janeiro;Capital;5;mais ou menos
20;12;2011;Rio de Janeiro;Capital;8;mais ou menos
21;12;2011;Rio de Janeiro;Capital;50;mais
22;12;2011;Rio de Janeiro;Capital;22;mais ou menos
23;12;2011;Rio de Janeiro;Capital;22;mais ou menos
24;12;2011;Rio de Janeiro;Capital;22;mais ou menos
25;12;2011;Rio de Janeiro;Capital;45;mais
26;12;2011;Rio de Janeiro;Capital;27;mais
27;12;2011;Rio de Janeiro;Capital;70;mais
28;12;2011;Rio de Janeiro;Capital;27;mais
29;12;2011;Rio de Janeiro;Capital;18;mais ou menos
30;12;2011;Rio de Janeiro;Capital;29;mais
31;12;2011;Rio de Janeiro;Capital;40;mais
32;12;2011;Rio de Janeiro;Capital;6;mais ou menos
33;12;2011;Rio de Janeiro;Capital;42;mais
34;12;2011;Rio de Janeiro;Capital;80;mais
35;12;2011;Rio de Janeiro;Capital;58;mais
36;12;2011;Rio de Janeiro;Capital;9;mais ou menos
37;12;2011;Rio de Janeiro;Capital;18;mais ou menos
38;12;2011;Rio de Janeiro;Capital;29;mais
39;12;2011;Rio de Janeiro;Capital;44;mais
40;12;2011;Rio de Janeiro;Capital;47;mais
41;12;2011;Rio de Janeiro;Capital;13;mais ou menos
42;12;2011;Rio de Janeiro;Capital;22;mais ou menos
43;12;2011;Rio de Janeiro;Capital;3;mais ou menos
44;12;2011;Rio de Janeiro;Capital;23;mais ou menos
48;12;2011;Seropédica;Baixada Fluminense;8;mais ou menos
50;12;2011;Itaguaí;Baixada Fluminense;7;mais ou menos
51;12;2011;Paracambi;Baixada Fluminense;1;mais ou menos
52;12;2011;Nova Iguaçu;Baixada Fluminense;51;mais
53;12;2011;Mesquita;Baixada Fluminense;34;mais
54;12;2011;Belford Roxo;Baixada Fluminense;42;mais
55;12;2011;Queimados;Baixada Fluminense;6;mais ou menos
56;12;2011;Nova Iguaçu;Baixada Fluminense;22;mais ou menos
57;12;2011;Nilópolis;Baixada Fluminense;48;mais
58;12;2011;Nova Iguaçu;Baixada Fluminense;28;mais
59;12;2011;Duque de Caxias;Baixada Fluminense;96;mais
60;12;2011;Duque de Caxias;Baixada Fluminense;44;mais
61;12;2011;Duque de Caxias;Baixada Fluminense;9;mais ou menos
62;12;2011;Duque de Caxias;Baixada Fluminense;20;mais ou menos
63;12;2011;Japeri;Baixada Fluminense;1;mais ou menos
64;12;2011;São João de Meriti;Baixada Fluminense;60;mais
65;12;2011;Magé;Baixada Fluminense;2;mais ou menos
66;12;2011;Magé;Baixada Fluminense;7;mais ou menos
67;12;2011;Guapimirim;Baixada Fluminense;2;mais ou menos
70;12;2011;Tanguá;Interior;1;mais ou menos
71;12;2011;Itaboraí;Interior;10;mais ou menos
72;12;2011;São Gonçalo;Grande Niterói;30;mais
73;12;2011;São Gonçalo;Grande Niterói;25;mais
74;12;2011;São Gonçalo;Grande Niterói;39;mais
75;12;2011;São Gonçalo;Grande Niterói;24;mais
76;12;2011;Niterói;Grande Niterói;13;mais ou menos
77;12;2011;Niterói;Grande Niterói;10;mais ou menos
78;12;2011;Niterói;Grande Niterói;24;mais
79;12;2011;Niterói;Grande Niterói;8;mais ou menos
81;12;2011;Niterói;Grande Niterói;13;mais ou menos
82;12;2011;Maricá;Grande Niterói;16;mais ou menos
88;12;2011;Barra do Pirai;Interior;2;mais ou menos
89;12;2011;Resende;Interior;0;menos
90;12;2011;Barra Mansa;Interior;1;mais ou menos
91;12;2011;Valença;Interior;0;menos
92;12;2011;Rio das Flores;Interior;0;menos
93;12;2011;Volta Redonda;Interior;1;mais ou menos
94;12;2011;Piraí;Interior;0;menos
95;12;2011;Vassouras;Interior;0;menos
96;12;2011;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;12;2011;Mendes;Interior;0;menos
98;12;2011;Engenheiro Paulo de Frontin;Interior;0;menos
99;12;2011;Itatiaia;Interior;0;menos
100;12;2011;"Porto Real;Quatis";Interior;0;menos
101;12;2011;Pinheiral;Interior;0;menos
104;12;2011;São José do Vale do Rio Preto;Interior;0;menos
105;12;2011;Petrópolis;Interior;4;mais ou menos
106;12;2011;Petrópolis;Interior;0;menos
107;12;2011;Paraíba do Sul;Interior;0;menos
108;12;2011;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;12;2011;Sapucaia;Interior;0;menos
110;12;2011;Teresópolis;Interior;1;mais ou menos
111;12;2011;Sumidouro;Interior;0;menos
112;12;2011;Carmo;Interior;0;menos
118;12;2011;Araruama;Interior;2;mais ou menos
119;12;2011;Rio Bonito;Interior;2;mais ou menos
120;12;2011;Silva Jardim;Interior;1;mais ou menos
121;12;2011;Casimiro de Abreu;Interior;2;mais ou menos
122;12;2011;Conceição de Macabú;Interior;0;menos
123;12;2011;Macaé;Interior;12;mais ou menos
124;12;2011;Saquarema;Interior;1;mais ou menos
125;12;2011;São Pedro da Aldeia;Interior;2;mais ou menos
126;12;2011;Cabo Frio;Interior;8;mais ou menos
127;12;2011;Armação dos Búzios;Interior;1;mais ou menos
128;12;2011;Rio das Ostras;Interior;8;mais ou menos
129;12;2011;Iguaba Grande;Interior;1;mais ou menos
130;12;2011;"Quissamã;Carapebus";Interior;0;menos
132;12;2011;Arraial do Cabo;Interior;0;menos
134;12;2011;Campos dos Goytacazes;Interior;14;mais ou menos
135;12;2011;Itaocara;Interior;0;menos
136;12;2011;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;12;2011;Miracema;Interior;0;menos
138;12;2011;Laje do Muriaé;Interior;0;menos
139;12;2011;Porciúncula;Interior;0;menos
140;12;2011;"Natividade;Varre-Sai";Interior;0;menos
141;12;2011;São Fidélis;Interior;0;menos
142;12;2011;Cambuci;Interior;0;menos
143;12;2011;"Itaperuna;São José de Ubá";Interior;1;mais ou menos
144;12;2011;Bom Jesus de Itabapoana;Interior;0;menos
145;12;2011;São João da Barra;Interior;2;mais ou menos
146;12;2011;Campos dos Goytacazes;Interior;2;mais ou menos
147;12;2011;São Francisco de Itabapoana;Interior;0;menos
148;12;2011;"Cardoso Moreira;Italva";Interior;0;menos
151;12;2011;Nova Friburgo;Interior;1;mais ou menos
152;12;2011;Duas Barras;Interior;1;mais ou menos
153;12;2011;Cantagalo;Interior;0;menos
154;12;2011;"Cordeiro;Macuco";Interior;0;menos
155;12;2011;São Sebastião do Alto;Interior;0;menos
156;12;2011;Santa Maria Madalena;Interior;0;menos
157;12;2011;Trajano de Morais;Interior;0;menos
158;12;2011;Bom Jardim;Interior;0;menos
159;12;2011;Cachoeiras de Macacu;Interior;2;mais ou menos
165;12;2011;Mangaratiba;Interior;1;mais ou menos
166;12;2011;Angra dos Reis;Interior;2;mais ou menos
167;12;2011;Paraty;Interior;0;menos
168;12;2011;Rio Claro;Interior;0;menos
1;1;2012;Rio de Janeiro;Capital;2;mais ou menos
4;1;2012;Rio de Janeiro;Capital;3;mais ou menos
5;1;2012;Rio de Janeiro;Capital;1;mais ou menos
6;1;2012;Rio de Janeiro;Capital;10;mais ou menos
7;1;2012;Rio de Janeiro;Capital;3;mais ou menos
9;1;2012;Rio de Janeiro;Capital;11;mais ou menos
10;1;2012;Rio de Janeiro;Capital;1;mais ou menos
12;1;2012;Rio de Janeiro;Capital;1;mais ou menos
13;1;2012;Rio de Janeiro;Capital;0;menos
14;1;2012;Rio de Janeiro;Capital;2;mais ou menos
15;1;2012;Rio de Janeiro;Capital;2;mais ou menos
16;1;2012;Rio de Janeiro;Capital;9;mais ou menos
17;1;2012;Rio de Janeiro;Capital;13;mais ou menos
18;1;2012;Rio de Janeiro;Capital;1;mais ou menos
19;1;2012;Rio de Janeiro;Capital;5;mais ou menos
20;1;2012;Rio de Janeiro;Capital;6;mais ou menos
21;1;2012;Rio de Janeiro;Capital;37;mais
22;1;2012;Rio de Janeiro;Capital;36;mais
23;1;2012;Rio de Janeiro;Capital;32;mais
24;1;2012;Rio de Janeiro;Capital;18;mais ou menos
25;1;2012;Rio de Janeiro;Capital;23;mais ou menos
26;1;2012;Rio de Janeiro;Capital;11;mais ou menos
27;1;2012;Rio de Janeiro;Capital;82;mais
28;1;2012;Rio de Janeiro;Capital;30;mais
29;1;2012;Rio de Janeiro;Capital;20;mais ou menos
30;1;2012;Rio de Janeiro;Capital;24;mais
31;1;2012;Rio de Janeiro;Capital;30;mais
32;1;2012;Rio de Janeiro;Capital;14;mais ou menos
33;1;2012;Rio de Janeiro;Capital;44;mais
34;1;2012;Rio de Janeiro;Capital;67;mais
35;1;2012;Rio de Janeiro;Capital;48;mais
36;1;2012;Rio de Janeiro;Capital;6;mais ou menos
37;1;2012;Rio de Janeiro;Capital;11;mais ou menos
38;1;2012;Rio de Janeiro;Capital;35;mais
39;1;2012;Rio de Janeiro;Capital;55;mais
40;1;2012;Rio de Janeiro;Capital;41;mais
41;1;2012;Rio de Janeiro;Capital;10;mais ou menos
42;1;2012;Rio de Janeiro;Capital;9;mais ou menos
43;1;2012;Rio de Janeiro;Capital;3;mais ou menos
44;1;2012;Rio de Janeiro;Capital;24;mais
48;1;2012;Seropédica;Baixada Fluminense;5;mais ou menos
50;1;2012;Itaguaí;Baixada Fluminense;8;mais ou menos
51;1;2012;Paracambi;Baixada Fluminense;1;mais ou menos
52;1;2012;Nova Iguaçu;Baixada Fluminense;38;mais
53;1;2012;Mesquita;Baixada Fluminense;27;mais
54;1;2012;Belford Roxo;Baixada Fluminense;34;mais
55;1;2012;Queimados;Baixada Fluminense;7;mais ou menos
56;1;2012;Nova Iguaçu;Baixada Fluminense;53;mais
57;1;2012;Nilópolis;Baixada Fluminense;36;mais
58;1;2012;Nova Iguaçu;Baixada Fluminense;28;mais
59;1;2012;Duque de Caxias;Baixada Fluminense;114;mais
60;1;2012;Duque de Caxias;Baixada Fluminense;67;mais
61;1;2012;Duque de Caxias;Baixada Fluminense;6;mais ou menos
62;1;2012;Duque de Caxias;Baixada Fluminense;26;mais
63;1;2012;Japeri;Baixada Fluminense;4;mais ou menos
64;1;2012;São João de Meriti;Baixada Fluminense;59;mais
65;1;2012;Magé;Baixada Fluminense;0;menos
66;1;2012;Magé;Baixada Fluminense;9;mais ou menos
67;1;2012;Guapimirim;Baixada Fluminense;3;mais ou menos
70;1;2012;Tanguá;Interior;1;mais ou menos
71;1;2012;Itaboraí;Interior;16;mais ou menos
72;1;2012;São Gonçalo;Grande Niterói;30;mais
73;1;2012;São Gonçalo;Grande Niterói;26;mais
74;1;2012;São Gonçalo;Grande Niterói;58;mais
75;1;2012;São Gonçalo;Grande Niterói;30;mais
76;1;2012;Niterói;Grande Niterói;12;mais ou menos
77;1;2012;Niterói;Grande Niterói;17;mais ou menos
78;1;2012;Niterói;Grande Niterói;22;mais ou menos
79;1;2012;Niterói;Grande Niterói;8;mais ou menos
81;1;2012;Niterói;Grande Niterói;11;mais ou menos
82;1;2012;Maricá;Grande Niterói;10;mais ou menos
88;1;2012;Barra do Pirai;Interior;1;mais ou menos
89;1;2012;Resende;Interior;0;menos
90;1;2012;Barra Mansa;Interior;3;mais ou menos
91;1;2012;Valença;Interior;0;menos
92;1;2012;Rio das Flores;Interior;0;menos
93;1;2012;Volta Redonda;Interior;1;mais ou menos
94;1;2012;Piraí;Interior;1;mais ou menos
95;1;2012;Vassouras;Interior;0;menos
96;1;2012;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;1;2012;Mendes;Interior;0;menos
98;1;2012;Engenheiro Paulo de Frontin;Interior;0;menos
99;1;2012;Itatiaia;Interior;0;menos
100;1;2012;"Porto Real;Quatis";Interior;0;menos
101;1;2012;Pinheiral;Interior;0;menos
104;1;2012;São José do Vale do Rio Preto;Interior;1;mais ou menos
105;1;2012;Petrópolis;Interior;3;mais ou menos
106;1;2012;Petrópolis;Interior;3;mais ou menos
107;1;2012;Paraíba do Sul;Interior;0;menos
108;1;2012;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;1;2012;Sapucaia;Interior;0;menos
110;1;2012;Teresópolis;Interior;3;mais ou menos
111;1;2012;Sumidouro;Interior;0;menos
112;1;2012;Carmo;Interior;0;menos
118;1;2012;Araruama;Interior;5;mais ou menos
119;1;2012;Rio Bonito;Interior;2;mais ou menos
120;1;2012;Silva Jardim;Interior;0;menos
121;1;2012;Casimiro de Abreu;Interior;1;mais ou menos
122;1;2012;Conceição de Macabú;Interior;2;mais ou menos
123;1;2012;Macaé;Interior;14;mais ou menos
124;1;2012;Saquarema;Interior;6;mais ou menos
125;1;2012;São Pedro da Aldeia;Interior;6;mais ou menos
126;1;2012;Cabo Frio;Interior;9;mais ou menos
127;1;2012;Armação dos Búzios;Interior;0;menos
128;1;2012;Rio das Ostras;Interior;4;mais ou menos
129;1;2012;Iguaba Grande;Interior;0;menos
130;1;2012;"Quissamã;Carapebus";Interior;0;menos
132;1;2012;Arraial do Cabo;Interior;1;mais ou menos
134;1;2012;Campos dos Goytacazes;Interior;8;mais ou menos
135;1;2012;Itaocara;Interior;0;menos
136;1;2012;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;1;2012;Miracema;Interior;0;menos
138;1;2012;Laje do Muriaé;Interior;0;menos
139;1;2012;Porciúncula;Interior;0;menos
140;1;2012;"Natividade;Varre-Sai";Interior;0;menos
141;1;2012;São Fidélis;Interior;0;menos
142;1;2012;Cambuci;Interior;0;menos
143;1;2012;"Itaperuna;São José de Ubá";Interior;0;menos
144;1;2012;Bom Jesus de Itabapoana;Interior;0;menos
145;1;2012;São João da Barra;Interior;1;mais ou menos
146;1;2012;Campos dos Goytacazes;Interior;3;mais ou menos
147;1;2012;São Francisco de Itabapoana;Interior;1;mais ou menos
148;1;2012;"Cardoso Moreira;Italva";Interior;0;menos
151;1;2012;Nova Friburgo;Interior;2;mais ou menos
152;1;2012;Duas Barras;Interior;0;menos
153;1;2012;Cantagalo;Interior;0;menos
154;1;2012;"Cordeiro;Macuco";Interior;0;menos
155;1;2012;São Sebastião do Alto;Interior;0;menos
156;1;2012;Santa Maria Madalena;Interior;0;menos
157;1;2012;Trajano de Morais;Interior;0;menos
158;1;2012;Bom Jardim;Interior;0;menos
159;1;2012;Cachoeiras de Macacu;Interior;0;menos
165;1;2012;Mangaratiba;Interior;3;mais ou menos
166;1;2012;Angra dos Reis;Interior;0;menos
167;1;2012;Paraty;Interior;0;menos
168;1;2012;Rio Claro;Interior;0;menos
1;2;2012;Rio de Janeiro;Capital;3;mais ou menos
4;2;2012;Rio de Janeiro;Capital;5;mais ou menos
5;2;2012;Rio de Janeiro;Capital;0;menos
6;2;2012;Rio de Janeiro;Capital;2;mais ou menos
7;2;2012;Rio de Janeiro;Capital;3;mais ou menos
9;2;2012;Rio de Janeiro;Capital;7;mais ou menos
10;2;2012;Rio de Janeiro;Capital;4;mais ou menos
12;2;2012;Rio de Janeiro;Capital;0;menos
13;2;2012;Rio de Janeiro;Capital;0;menos
14;2;2012;Rio de Janeiro;Capital;1;mais ou menos
15;2;2012;Rio de Janeiro;Capital;1;mais ou menos
16;2;2012;Rio de Janeiro;Capital;7;mais ou menos
17;2;2012;Rio de Janeiro;Capital;21;mais ou menos
18;2;2012;Rio de Janeiro;Capital;11;mais ou menos
19;2;2012;Rio de Janeiro;Capital;5;mais ou menos
20;2;2012;Rio de Janeiro;Capital;6;mais ou menos
21;2;2012;Rio de Janeiro;Capital;37;mais
22;2;2012;Rio de Janeiro;Capital;34;mais
23;2;2012;Rio de Janeiro;Capital;29;mais
24;2;2012;Rio de Janeiro;Capital;18;mais ou menos
25;2;2012;Rio de Janeiro;Capital;35;mais
26;2;2012;Rio de Janeiro;Capital;24;mais
27;2;2012;Rio de Janeiro;Capital;82;mais
28;2;2012;Rio de Janeiro;Capital;33;mais
29;2;2012;Rio de Janeiro;Capital;36;mais
30;2;2012;Rio de Janeiro;Capital;25;mais
31;2;2012;Rio de Janeiro;Capital;50;mais
32;2;2012;Rio de Janeiro;Capital;12;mais ou menos
33;2;2012;Rio de Janeiro;Capital;29;mais
34;2;2012;Rio de Janeiro;Capital;72;mais
35;2;2012;Rio de Janeiro;Capital;56;mais
36;2;2012;Rio de Janeiro;Capital;14;mais ou menos
37;2;2012;Rio de Janeiro;Capital;23;mais ou menos
38;2;2012;Rio de Janeiro;Capital;49;mais
39;2;2012;Rio de Janeiro;Capital;81;mais
40;2;2012;Rio de Janeiro;Capital;61;mais
41;2;2012;Rio de Janeiro;Capital;7;mais ou menos
42;2;2012;Rio de Janeiro;Capital;17;mais ou menos
43;2;2012;Rio de Janeiro;Capital;14;mais ou menos
44;2;2012;Rio de Janeiro;Capital;26;mais
48;2;2012;Seropédica;Baixada Fluminense;4;mais ou menos
50;2;2012;Itaguaí;Baixada Fluminense;14;mais ou menos
51;2;2012;Paracambi;Baixada Fluminense;1;mais ou menos
52;2;2012;Nova Iguaçu;Baixada Fluminense;31;mais
53;2;2012;Mesquita;Baixada Fluminense;23;mais ou menos
54;2;2012;Belford Roxo;Baixada Fluminense;36;mais
55;2;2012;Queimados;Baixada Fluminense;8;mais ou menos
56;2;2012;Nova Iguaçu;Baixada Fluminense;22;mais ou menos
57;2;2012;Nilópolis;Baixada Fluminense;39;mais
58;2;2012;Nova Iguaçu;Baixada Fluminense;49;mais
59;2;2012;Duque de Caxias;Baixada Fluminense;129;mais
60;2;2012;Duque de Caxias;Baixada Fluminense;68;mais
61;2;2012;Duque de Caxias;Baixada Fluminense;7;mais ou menos
62;2;2012;Duque de Caxias;Baixada Fluminense;30;mais
63;2;2012;Japeri;Baixada Fluminense;2;mais ou menos
64;2;2012;São João de Meriti;Baixada Fluminense;75;mais
65;2;2012;Magé;Baixada Fluminense;5;mais ou menos
66;2;2012;Magé;Baixada Fluminense;11;mais ou menos
67;2;2012;Guapimirim;Baixada Fluminense;1;mais ou menos
70;2;2012;Tanguá;Interior;0;menos
71;2;2012;Itaboraí;Interior;14;mais ou menos
72;2;2012;São Gonçalo;Grande Niterói;60;mais
73;2;2012;São Gonçalo;Grande Niterói;37;mais
74;2;2012;São Gonçalo;Grande Niterói;93;mais
75;2;2012;São Gonçalo;Grande Niterói;35;mais
76;2;2012;Niterói;Grande Niterói;18;mais ou menos
77;2;2012;Niterói;Grande Niterói;34;mais
78;2;2012;Niterói;Grande Niterói;34;mais
79;2;2012;Niterói;Grande Niterói;17;mais ou menos
81;2;2012;Niterói;Grande Niterói;27;mais
82;2;2012;Maricá;Grande Niterói;18;mais ou menos
88;2;2012;Barra do Pirai;Interior;0;menos
89;2;2012;Resende;Interior;0;menos
90;2;2012;Barra Mansa;Interior;4;mais ou menos
91;2;2012;Valença;Interior;1;mais ou menos
92;2;2012;Rio das Flores;Interior;0;menos
93;2;2012;Volta Redonda;Interior;5;mais ou menos
94;2;2012;Piraí;Interior;4;mais ou menos
95;2;2012;Vassouras;Interior;0;menos
96;2;2012;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;2;2012;Mendes;Interior;0;menos
98;2;2012;Engenheiro Paulo de Frontin;Interior;0;menos
99;2;2012;Itatiaia;Interior;0;menos
100;2;2012;"Porto Real;Quatis";Interior;0;menos
101;2;2012;Pinheiral;Interior;1;mais ou menos
104;2;2012;São José do Vale do Rio Preto;Interior;0;menos
105;2;2012;Petrópolis;Interior;2;mais ou menos
106;2;2012;Petrópolis;Interior;0;menos
107;2;2012;Paraíba do Sul;Interior;0;menos
108;2;2012;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;2;2012;Sapucaia;Interior;0;menos
110;2;2012;Teresópolis;Interior;2;mais ou menos
111;2;2012;Sumidouro;Interior;0;menos
112;2;2012;Carmo;Interior;0;menos
118;2;2012;Araruama;Interior;2;mais ou menos
119;2;2012;Rio Bonito;Interior;1;mais ou menos
120;2;2012;Silva Jardim;Interior;1;mais ou menos
121;2;2012;Casimiro de Abreu;Interior;1;mais ou menos
122;2;2012;Conceição de Macabú;Interior;3;mais ou menos
123;2;2012;Macaé;Interior;24;mais
124;2;2012;Saquarema;Interior;1;mais ou menos
125;2;2012;São Pedro da Aldeia;Interior;3;mais ou menos
126;2;2012;Cabo Frio;Interior;15;mais ou menos
127;2;2012;Armação dos Búzios;Interior;0;menos
128;2;2012;Rio das Ostras;Interior;9;mais ou menos
129;2;2012;Iguaba Grande;Interior;0;menos
130;2;2012;"Quissamã;Carapebus";Interior;1;mais ou menos
132;2;2012;Arraial do Cabo;Interior;0;menos
134;2;2012;Campos dos Goytacazes;Interior;8;mais ou menos
135;2;2012;Itaocara;Interior;0;menos
136;2;2012;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;2;2012;Miracema;Interior;0;menos
138;2;2012;Laje do Muriaé;Interior;0;menos
139;2;2012;Porciúncula;Interior;0;menos
140;2;2012;"Natividade;Varre-Sai";Interior;0;menos
141;2;2012;São Fidélis;Interior;0;menos
142;2;2012;Cambuci;Interior;0;menos
143;2;2012;"Itaperuna;São José de Ubá";Interior;0;menos
144;2;2012;Bom Jesus de Itabapoana;Interior;0;menos
145;2;2012;São João da Barra;Interior;1;mais ou menos
146;2;2012;Campos dos Goytacazes;Interior;2;mais ou menos
147;2;2012;São Francisco de Itabapoana;Interior;1;mais ou menos
148;2;2012;"Cardoso Moreira;Italva";Interior;1;mais ou menos
151;2;2012;Nova Friburgo;Interior;0;menos
152;2;2012;Duas Barras;Interior;0;menos
153;2;2012;Cantagalo;Interior;0;menos
154;2;2012;"Cordeiro;Macuco";Interior;0;menos
155;2;2012;São Sebastião do Alto;Interior;1;mais ou menos
156;2;2012;Santa Maria Madalena;Interior;2;mais ou menos
157;2;2012;Trajano de Morais;Interior;0;menos
158;2;2012;Bom Jardim;Interior;0;menos
159;2;2012;Cachoeiras de Macacu;Interior;1;mais ou menos
165;2;2012;Mangaratiba;Interior;2;mais ou menos
166;2;2012;Angra dos Reis;Interior;0;menos
167;2;2012;Paraty;Interior;0;menos
168;2;2012;Rio Claro;Interior;0;menos
1;3;2012;Rio de Janeiro;Capital;2;mais ou menos
4;3;2012;Rio de Janeiro;Capital;5;mais ou menos
5;3;2012;Rio de Janeiro;Capital;1;mais ou menos
6;3;2012;Rio de Janeiro;Capital;2;mais ou menos
7;3;2012;Rio de Janeiro;Capital;1;mais ou menos
9;3;2012;Rio de Janeiro;Capital;4;mais ou menos
