cisp;mes;ano;munic;regiao;roubo_veiculo;flag
10;3;2012;Rio de Janeiro;Capital;2;mais ou menos
12;3;2012;Rio de Janeiro;Capital;0;menos
13;3;2012;Rio de Janeiro;Capital;2;mais ou menos
14;3;2012;Rio de Janeiro;Capital;1;mais ou menos
15;3;2012;Rio de Janeiro;Capital;2;mais ou menos
16;3;2012;Rio de Janeiro;Capital;15;mais ou menos
17;3;2012;Rio de Janeiro;Capital;25;mais
18;3;2012;Rio de Janeiro;Capital;18;mais ou menos
19;3;2012;Rio de Janeiro;Capital;1;mais ou menos
20;3;2012;Rio de Janeiro;Capital;4;mais ou menos
21;3;2012;Rio de Janeiro;Capital;45;mais
22;3;2012;Rio de Janeiro;Capital;57;mais
23;3;2012;Rio de Janeiro;Capital;28;mais
24;3;2012;Rio de Janeiro;Capital;22;mais ou menos
25;3;2012;Rio de Janeiro;Capital;22;mais ou menos
26;3;2012;Rio de Janeiro;Capital;16;mais ou menos
27;3;2012;Rio de Janeiro;Capital;93;mais
28;3;2012;Rio de Janeiro;Capital;42;mais
29;3;2012;Rio de Janeiro;Capital;22;mais ou menos
30;3;2012;Rio de Janeiro;Capital;22;mais ou menos
31;3;2012;Rio de Janeiro;Capital;53;mais
32;3;2012;Rio de Janeiro;Capital;24;mais
33;3;2012;Rio de Janeiro;Capital;55;mais
34;3;2012;Rio de Janeiro;Capital;94;mais
35;3;2012;Rio de Janeiro;Capital;57;mais
36;3;2012;Rio de Janeiro;Capital;15;mais ou menos
37;3;2012;Rio de Janeiro;Capital;8;mais ou menos
38;3;2012;Rio de Janeiro;Capital;52;mais
39;3;2012;Rio de Janeiro;Capital;85;mais
40;3;2012;Rio de Janeiro;Capital;62;mais
41;3;2012;Rio de Janeiro;Capital;11;mais ou menos
42;3;2012;Rio de Janeiro;Capital;30;mais
43;3;2012;Rio de Janeiro;Capital;7;mais ou menos
44;3;2012;Rio de Janeiro;Capital;25;mais
48;3;2012;Seropédica;Baixada Fluminense;10;mais ou menos
50;3;2012;Itaguaí;Baixada Fluminense;9;mais ou menos
51;3;2012;Paracambi;Baixada Fluminense;0;menos
52;3;2012;Nova Iguaçu;Baixada Fluminense;45;mais
53;3;2012;Mesquita;Baixada Fluminense;25;mais
54;3;2012;Belford Roxo;Baixada Fluminense;40;mais
55;3;2012;Queimados;Baixada Fluminense;5;mais ou menos
56;3;2012;Nova Iguaçu;Baixada Fluminense;23;mais ou menos
57;3;2012;Nilópolis;Baixada Fluminense;29;mais
58;3;2012;Nova Iguaçu;Baixada Fluminense;53;mais
59;3;2012;Duque de Caxias;Baixada Fluminense;167;mais
60;3;2012;Duque de Caxias;Baixada Fluminense;66;mais
61;3;2012;Duque de Caxias;Baixada Fluminense;6;mais ou menos
62;3;2012;Duque de Caxias;Baixada Fluminense;34;mais
63;3;2012;Japeri;Baixada Fluminense;0;menos
64;3;2012;São João de Meriti;Baixada Fluminense;74;mais
65;3;2012;Magé;Baixada Fluminense;6;mais ou menos
66;3;2012;Magé;Baixada Fluminense;10;mais ou menos
67;3;2012;Guapimirim;Baixada Fluminense;2;mais ou menos
70;3;2012;Tanguá;Interior;1;mais ou menos
71;3;2012;Itaboraí;Interior;18;mais ou menos
72;3;2012;São Gonçalo;Grande Niterói;41;mais
73;3;2012;São Gonçalo;Grande Niterói;46;mais
74;3;2012;São Gonçalo;Grande Niterói;53;mais
75;3;2012;São Gonçalo;Grande Niterói;27;mais
76;3;2012;Niterói;Grande Niterói;12;mais ou menos
77;3;2012;Niterói;Grande Niterói;23;mais ou menos
78;3;2012;Niterói;Grande Niterói;36;mais
79;3;2012;Niterói;Grande Niterói;12;mais ou menos
81;3;2012;Niterói;Grande Niterói;19;mais ou menos
82;3;2012;Maricá;Grande Niterói;15;mais ou menos
88;3;2012;Barra do Pirai;Interior;0;menos
89;3;2012;Resende;Interior;2;mais ou menos
90;3;2012;Barra Mansa;Interior;5;mais ou menos
91;3;2012;Valença;Interior;2;mais ou menos
92;3;2012;Rio das Flores;Interior;0;menos
93;3;2012;Volta Redonda;Interior;2;mais ou menos
94;3;2012;Piraí;Interior;1;mais ou menos
95;3;2012;Vassouras;Interior;0;menos
96;3;2012;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;3;2012;Mendes;Interior;0;menos
98;3;2012;Engenheiro Paulo de Frontin;Interior;0;menos
99;3;2012;Itatiaia;Interior;1;mais ou menos
100;3;2012;"Porto Real;Quatis";Interior;1;mais ou menos
101;3;2012;Pinheiral;Interior;0;menos
104;3;2012;São José do Vale do Rio Preto;Interior;0;menos
105;3;2012;Petrópolis;Interior;0;menos
106;3;2012;Petrópolis;Interior;0;menos
107;3;2012;Paraíba do Sul;Interior;0;menos
108;3;2012;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;3;2012;Sapucaia;Interior;1;mais ou menos
110;3;2012;Teresópolis;Interior;2;mais ou menos
111;3;2012;Sumidouro;Interior;0;menos
112;3;2012;Carmo;Interior;0;menos
118;3;2012;Araruama;Interior;2;mais ou menos
119;3;2012;Rio Bonito;Interior;3;mais ou menos
120;3;2012;Silva Jardim;Interior;0;menos
121;3;2012;Casimiro de Abreu;Interior;1;mais ou menos
122;3;2012;Conceição de Macabú;Interior;1;mais ou menos
123;3;2012;Macaé;Interior;20;mais ou menos
124;3;2012;Saquarema;Interior;0;menos
125;3;2012;São Pedro da Aldeia;Interior;6;mais ou menos
126;3;2012;Cabo Frio;Interior;8;mais ou menos
127;3;2012;Armação dos Búzios;Interior;0;menos
128;3;2012;Rio das Ostras;Interior;9;mais ou menos
129;3;2012;Iguaba Grande;Interior;0;menos
130;3;2012;"Quissamã;Carapebus";Interior;0;menos
132;3;2012;Arraial do Cabo;Interior;0;menos
134;3;2012;Campos dos Goytacazes;Interior;8;mais ou menos
135;3;2012;Itaocara;Interior;0;menos
136;3;2012;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;3;2012;Miracema;Interior;0;menos
138;3;2012;Laje do Muriaé;Interior;0;menos
139;3;2012;Porciúncula;Interior;0;menos
140;3;2012;"Natividade;Varre-Sai";Interior;0;menos
141;3;2012;São Fidélis;Interior;0;menos
142;3;2012;Cambuci;Interior;0;menos
143;3;2012;"Itaperuna;São José de Ubá";Interior;0;menos
144;3;2012;Bom Jesus de Itabapoana;Interior;0;menos
145;3;2012;São João da Barra;Interior;0;menos
146;3;2012;Campos dos Goytacazes;Interior;5;mais ou menos
147;3;2012;São Francisco de Itabapoana;Interior;1;mais ou menos
148;3;2012;"Cardoso Moreira;Italva";Interior;0;menos
151;3;2012;Nova Friburgo;Interior;3;mais ou menos
152;3;2012;Duas Barras;Interior;0;menos
153;3;2012;Cantagalo;Interior;0;menos
154;3;2012;"Cordeiro;Macuco";Interior;0;menos
155;3;2012;São Sebastião do Alto;Interior;0;menos
156;3;2012;Santa Maria Madalena;Interior;0;menos
157;3;2012;Trajano de Morais;Interior;0;menos
158;3;2012;Bom Jardim;Interior;0;menos
159;3;2012;Cachoeiras de Macacu;Interior;0;menos
165;3;2012;Mangaratiba;Interior;1;mais ou menos
166;3;2012;Angra dos Reis;Interior;1;mais ou menos
167;3;2012;Paraty;Interior;1;mais ou menos
168;3;2012;Rio Claro;Interior;0;menos
1;4;2012;Rio de Janeiro;Capital;0;menos
4;4;2012;Rio de Janeiro;Capital;8;mais ou menos
5;4;2012;Rio de Janeiro;Capital;3;mais ou menos
6;4;2012;Rio de Janeiro;Capital;4;mais ou menos
7;4;2012;Rio de Janeiro;Capital;3;mais ou menos
9;4;2012;Rio de Janeiro;Capital;7;mais ou menos
10;4;2012;Rio de Janeiro;Capital;3;mais ou menos
12;4;2012;Rio de Janeiro;Capital;1;mais ou menos
13;4;2012;Rio de Janeiro;Capital;1;mais ou menos
14;4;2012;Rio de Janeiro;Capital;2;mais ou menos
15;4;2012;Rio de Janeiro;Capital;3;mais ou menos
16;4;2012;Rio de Janeiro;Capital;13;mais ou menos
17;4;2012;Rio de Janeiro;Capital;11;mais ou menos
18;4;2012;Rio de Janeiro;Capital;13;mais ou menos
19;4;2012;Rio de Janeiro;Capital;6;mais ou menos
20;4;2012;Rio de Janeiro;Capital;10;mais ou menos
21;4;2012;Rio de Janeiro;Capital;45;mais
22;4;2012;Rio de Janeiro;Capital;59;mais
23;4;2012;Rio de Janeiro;Capital;45;mais
24;4;2012;Rio de Janeiro;Capital;30;mais
25;4;2012;Rio de Janeiro;Capital;21;mais ou menos
26;4;2012;Rio de Janeiro;Capital;18;mais ou menos
27;4;2012;Rio de Janeiro;Capital;103;mais
28;4;2012;Rio de Janeiro;Capital;49;mais
29;4;2012;Rio de Janeiro;Capital;27;mais
30;4;2012;Rio de Janeiro;Capital;33;mais
31;4;2012;Rio de Janeiro;Capital;70;mais
32;4;2012;Rio de Janeiro;Capital;17;mais ou menos
33;4;2012;Rio de Janeiro;Capital;33;mais
34;4;2012;Rio de Janeiro;Capital;90;mais
35;4;2012;Rio de Janeiro;Capital;55;mais
36;4;2012;Rio de Janeiro;Capital;11;mais ou menos
37;4;2012;Rio de Janeiro;Capital;10;mais ou menos
38;4;2012;Rio de Janeiro;Capital;41;mais
39;4;2012;Rio de Janeiro;Capital;53;mais
40;4;2012;Rio de Janeiro;Capital;57;mais
41;4;2012;Rio de Janeiro;Capital;13;mais ou menos
42;4;2012;Rio de Janeiro;Capital;21;mais ou menos
43;4;2012;Rio de Janeiro;Capital;9;mais ou menos
44;4;2012;Rio de Janeiro;Capital;24;mais
48;4;2012;Seropédica;Baixada Fluminense;4;mais ou menos
50;4;2012;Itaguaí;Baixada Fluminense;14;mais ou menos
51;4;2012;Paracambi;Baixada Fluminense;0;menos
52;4;2012;Nova Iguaçu;Baixada Fluminense;66;mais
53;4;2012;Mesquita;Baixada Fluminense;24;mais
54;4;2012;Belford Roxo;Baixada Fluminense;43;mais
55;4;2012;Queimados;Baixada Fluminense;3;mais ou menos
56;4;2012;Nova Iguaçu;Baixada Fluminense;39;mais
57;4;2012;Nilópolis;Baixada Fluminense;38;mais
58;4;2012;Nova Iguaçu;Baixada Fluminense;55;mais
59;4;2012;Duque de Caxias;Baixada Fluminense;137;mais
60;4;2012;Duque de Caxias;Baixada Fluminense;62;mais
61;4;2012;Duque de Caxias;Baixada Fluminense;16;mais ou menos
62;4;2012;Duque de Caxias;Baixada Fluminense;40;mais
63;4;2012;Japeri;Baixada Fluminense;1;mais ou menos
64;4;2012;São João de Meriti;Baixada Fluminense;93;mais
65;4;2012;Magé;Baixada Fluminense;3;mais ou menos
66;4;2012;Magé;Baixada Fluminense;13;mais ou menos
67;4;2012;Guapimirim;Baixada Fluminense;2;mais ou menos
70;4;2012;Tanguá;Interior;2;mais ou menos
71;4;2012;Itaboraí;Interior;19;mais ou menos
72;4;2012;São Gonçalo;Grande Niterói;50;mais
73;4;2012;São Gonçalo;Grande Niterói;59;mais
74;4;2012;São Gonçalo;Grande Niterói;61;mais
75;4;2012;São Gonçalo;Grande Niterói;31;mais
76;4;2012;Niterói;Grande Niterói;11;mais ou menos
77;4;2012;Niterói;Grande Niterói;12;mais ou menos
78;4;2012;Niterói;Grande Niterói;27;mais
79;4;2012;Niterói;Grande Niterói;5;mais ou menos
81;4;2012;Niterói;Grande Niterói;15;mais ou menos
82;4;2012;Maricá;Grande Niterói;6;mais ou menos
88;4;2012;Barra do Pirai;Interior;1;mais ou menos
89;4;2012;Resende;Interior;0;menos
90;4;2012;Barra Mansa;Interior;4;mais ou menos
91;4;2012;Valença;Interior;0;menos
92;4;2012;Rio das Flores;Interior;0;menos
93;4;2012;Volta Redonda;Interior;4;mais ou menos
94;4;2012;Piraí;Interior;2;mais ou menos
95;4;2012;Vassouras;Interior;0;menos
96;4;2012;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;4;2012;Mendes;Interior;0;menos
98;4;2012;Engenheiro Paulo de Frontin;Interior;0;menos
99;4;2012;Itatiaia;Interior;0;menos
100;4;2012;"Porto Real;Quatis";Interior;0;menos
101;4;2012;Pinheiral;Interior;0;menos
104;4;2012;São José do Vale do Rio Preto;Interior;0;menos
105;4;2012;Petrópolis;Interior;0;menos
106;4;2012;Petrópolis;Interior;0;menos
107;4;2012;Paraíba do Sul;Interior;0;menos
108;4;2012;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;4;2012;Sapucaia;Interior;0;menos
110;4;2012;Teresópolis;Interior;2;mais ou menos
111;4;2012;Sumidouro;Interior;0;menos
112;4;2012;Carmo;Interior;0;menos
118;4;2012;Araruama;Interior;6;mais ou menos
119;4;2012;Rio Bonito;Interior;0;menos
120;4;2012;Silva Jardim;Interior;1;mais ou menos
121;4;2012;Casimiro de Abreu;Interior;3;mais ou menos
122;4;2012;Conceição de Macabú;Interior;1;mais ou menos
123;4;2012;Macaé;Interior;25;mais
124;4;2012;Saquarema;Interior;2;mais ou menos
125;4;2012;São Pedro da Aldeia;Interior;2;mais ou menos
126;4;2012;Cabo Frio;Interior;11;mais ou menos
127;4;2012;Armação dos Búzios;Interior;0;menos
128;4;2012;Rio das Ostras;Interior;13;mais ou menos
129;4;2012;Iguaba Grande;Interior;0;menos
130;4;2012;"Quissamã;Carapebus";Interior;0;menos
132;4;2012;Arraial do Cabo;Interior;0;menos
134;4;2012;Campos dos Goytacazes;Interior;8;mais ou menos
135;4;2012;Itaocara;Interior;0;menos
136;4;2012;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;4;2012;Miracema;Interior;0;menos
138;4;2012;Laje do Muriaé;Interior;0;menos
139;4;2012;Porciúncula;Interior;0;menos
140;4;2012;"Natividade;Varre-Sai";Interior;0;menos
141;4;2012;São Fidélis;Interior;0;menos
142;4;2012;Cambuci;Interior;0;menos
143;4;2012;"Itaperuna;São José de Ubá";Interior;0;menos
144;4;2012;Bom Jesus de Itabapoana;Interior;0;menos
145;4;2012;São João da Barra;Interior;0;menos
146;4;2012;Campos dos Goytacazes;Interior;2;mais ou menos
147;4;2012;São Francisco de Itabapoana;Interior;1;mais ou menos
148;4;2012;"Cardoso Moreira;Italva";Interior;0;menos
151;4;2012;Nova Friburgo;Interior;0;menos
152;4;2012;Duas Barras;Interior;0;menos
153;4;2012;Cantagalo;Interior;0;menos
154;4;2012;"Cordeiro;Macuco";Interior;1;mais ou menos
155;4;2012;São Sebastião do Alto;Interior;0;menos
156;4;2012;Santa Maria Madalena;Interior;1;mais ou menos
157;4;2012;Trajano de Morais;Interior;1;mais ou menos
158;4;2012;Bom Jardim;Interior;0;menos
159;4;2012;Cachoeiras de Macacu;Interior;0;menos
165;4;2012;Mangaratiba;Interior;0;menos
166;4;2012;Angra dos Reis;Interior;2;mais ou menos
167;4;2012;Paraty;Interior;0;menos
168;4;2012;Rio Claro;Interior;0;menos
1;5;2012;Rio de Janeiro;Capital;0;menos
4;5;2012;Rio de Janeiro;Capital;8;mais ou menos
5;5;2012;Rio de Janeiro;Capital;4;mais ou menos
6;5;2012;Rio de Janeiro;Capital;7;mais ou menos
7;5;2012;Rio de Janeiro;Capital;6;mais ou menos
9;5;2012;Rio de Janeiro;Capital;6;mais ou menos
10;5;2012;Rio de Janeiro;Capital;2;mais ou menos
12;5;2012;Rio de Janeiro;Capital;0;menos
13;5;2012;Rio de Janeiro;Capital;0;menos
14;5;2012;Rio de Janeiro;Capital;0;menos
15;5;2012;Rio de Janeiro;Capital;3;mais ou menos
16;5;2012;Rio de Janeiro;Capital;14;mais ou menos
17;5;2012;Rio de Janeiro;Capital;13;mais ou menos
18;5;2012;Rio de Janeiro;Capital;9;mais ou menos
19;5;2012;Rio de Janeiro;Capital;6;mais ou menos
20;5;2012;Rio de Janeiro;Capital;13;mais ou menos
21;5;2012;Rio de Janeiro;Capital;30;mais
22;5;2012;Rio de Janeiro;Capital;47;mais
23;5;2012;Rio de Janeiro;Capital;32;mais
24;5;2012;Rio de Janeiro;Capital;28;mais
25;5;2012;Rio de Janeiro;Capital;42;mais
26;5;2012;Rio de Janeiro;Capital;21;mais ou menos
27;5;2012;Rio de Janeiro;Capital;91;mais
28;5;2012;Rio de Janeiro;Capital;55;mais
29;5;2012;Rio de Janeiro;Capital;39;mais
30;5;2012;Rio de Janeiro;Capital;41;mais
31;5;2012;Rio de Janeiro;Capital;57;mais
32;5;2012;Rio de Janeiro;Capital;12;mais ou menos
33;5;2012;Rio de Janeiro;Capital;48;mais
34;5;2012;Rio de Janeiro;Capital;71;mais
35;5;2012;Rio de Janeiro;Capital;63;mais
36;5;2012;Rio de Janeiro;Capital;11;mais ou menos
37;5;2012;Rio de Janeiro;Capital;9;mais ou menos
38;5;2012;Rio de Janeiro;Capital;46;mais
39;5;2012;Rio de Janeiro;Capital;53;mais
40;5;2012;Rio de Janeiro;Capital;72;mais
41;5;2012;Rio de Janeiro;Capital;13;mais ou menos
42;5;2012;Rio de Janeiro;Capital;32;mais
43;5;2012;Rio de Janeiro;Capital;2;mais ou menos
44;5;2012;Rio de Janeiro;Capital;31;mais
48;5;2012;Seropédica;Baixada Fluminense;7;mais ou menos
50;5;2012;Itaguaí;Baixada Fluminense;3;mais ou menos
51;5;2012;Paracambi;Baixada Fluminense;0;menos
52;5;2012;Nova Iguaçu;Baixada Fluminense;52;mais
53;5;2012;Mesquita;Baixada Fluminense;25;mais
54;5;2012;Belford Roxo;Baixada Fluminense;40;mais
55;5;2012;Queimados;Baixada Fluminense;2;mais ou menos
56;5;2012;Nova Iguaçu;Baixada Fluminense;54;mais
57;5;2012;Nilópolis;Baixada Fluminense;28;mais
58;5;2012;Nova Iguaçu;Baixada Fluminense;57;mais
59;5;2012;Duque de Caxias;Baixada Fluminense;167;mais
60;5;2012;Duque de Caxias;Baixada Fluminense;73;mais
61;5;2012;Duque de Caxias;Baixada Fluminense;14;mais ou menos
62;5;2012;Duque de Caxias;Baixada Fluminense;29;mais
63;5;2012;Japeri;Baixada Fluminense;6;mais ou menos
64;5;2012;São João de Meriti;Baixada Fluminense;90;mais
65;5;2012;Magé;Baixada Fluminense;3;mais ou menos
66;5;2012;Magé;Baixada Fluminense;6;mais ou menos
67;5;2012;Guapimirim;Baixada Fluminense;2;mais ou menos
70;5;2012;Tanguá;Interior;0;menos
71;5;2012;Itaboraí;Interior;16;mais ou menos
72;5;2012;São Gonçalo;Grande Niterói;49;mais
73;5;2012;São Gonçalo;Grande Niterói;47;mais
74;5;2012;São Gonçalo;Grande Niterói;56;mais
75;5;2012;São Gonçalo;Grande Niterói;38;mais
76;5;2012;Niterói;Grande Niterói;7;mais ou menos
77;5;2012;Niterói;Grande Niterói;3;mais ou menos
78;5;2012;Niterói;Grande Niterói;17;mais ou menos
79;5;2012;Niterói;Grande Niterói;2;mais ou menos
81;5;2012;Niterói;Grande Niterói;11;mais ou menos
82;5;2012;Maricá;Grande Niterói;18;mais ou menos
88;5;2012;Barra do Pirai;Interior;1;mais ou menos
89;5;2012;Resende;Interior;2;mais ou menos
90;5;2012;Barra Mansa;Interior;0;menos
91;5;2012;Valença;Interior;0;menos
92;5;2012;Rio das Flores;Interior;0;menos
93;5;2012;Volta Redonda;Interior;2;mais ou menos
94;5;2012;Piraí;Interior;0;menos
95;5;2012;Vassouras;Interior;0;menos
96;5;2012;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;5;2012;Mendes;Interior;0;menos
98;5;2012;Engenheiro Paulo de Frontin;Interior;0;menos
99;5;2012;Itatiaia;Interior;2;mais ou menos
100;5;2012;"Porto Real;Quatis";Interior;0;menos
101;5;2012;Pinheiral;Interior;0;menos
104;5;2012;São José do Vale do Rio Preto;Interior;0;menos
105;5;2012;Petrópolis;Interior;1;mais ou menos
106;5;2012;Petrópolis;Interior;1;mais ou menos
107;5;2012;Paraíba do Sul;Interior;0;menos
108;5;2012;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;5;2012;Sapucaia;Interior;0;menos
110;5;2012;Teresópolis;Interior;3;mais ou menos
111;5;2012;Sumidouro;Interior;0;menos
112;5;2012;Carmo;Interior;0;menos
118;5;2012;Araruama;Interior;4;mais ou menos
119;5;2012;Rio Bonito;Interior;1;mais ou menos
120;5;2012;Silva Jardim;Interior;0;menos
121;5;2012;Casimiro de Abreu;Interior;1;mais ou menos
122;5;2012;Conceição de Macabú;Interior;2;mais ou menos
123;5;2012;Macaé;Interior;22;mais ou menos
124;5;2012;Saquarema;Interior;6;mais ou menos
125;5;2012;São Pedro da Aldeia;Interior;3;mais ou menos
126;5;2012;Cabo Frio;Interior;6;mais ou menos
127;5;2012;Armação dos Búzios;Interior;0;menos
128;5;2012;Rio das Ostras;Interior;8;mais ou menos
129;5;2012;Iguaba Grande;Interior;0;menos
130;5;2012;"Quissamã;Carapebus";Interior;3;mais ou menos
132;5;2012;Arraial do Cabo;Interior;0;menos
134;5;2012;Campos dos Goytacazes;Interior;11;mais ou menos
135;5;2012;Itaocara;Interior;0;menos
136;5;2012;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;5;2012;Miracema;Interior;0;menos
138;5;2012;Laje do Muriaé;Interior;0;menos
139;5;2012;Porciúncula;Interior;0;menos
140;5;2012;"Natividade;Varre-Sai";Interior;0;menos
141;5;2012;São Fidélis;Interior;0;menos
142;5;2012;Cambuci;Interior;0;menos
143;5;2012;"Itaperuna;São José de Ubá";Interior;0;menos
144;5;2012;Bom Jesus de Itabapoana;Interior;0;menos
145;5;2012;São João da Barra;Interior;0;menos
146;5;2012;Campos dos Goytacazes;Interior;5;mais ou menos
147;5;2012;São Francisco de Itabapoana;Interior;1;mais ou menos
148;5;2012;"Cardoso Moreira;Italva";Interior;0;menos
151;5;2012;Nova Friburgo;Interior;1;mais ou menos
152;5;2012;Duas Barras;Interior;0;menos
153;5;2012;Cantagalo;Interior;0;menos
154;5;2012;"Cordeiro;Macuco";Interior;0;menos
155;5;2012;São Sebastião do Alto;Interior;0;menos
156;5;2012;Santa Maria Madalena;Interior;0;menos
157;5;2012;Trajano de Morais;Interior;0;menos
158;5;2012;Bom Jardim;Interior;0;menos
159;5;2012;Cachoeiras de Macacu;Interior;0;menos
165;5;2012;Mangaratiba;Interior;1;mais ou menos
166;5;2012;Angra dos Reis;Interior;1;mais ou menos
167;5;2012;Paraty;Interior;0;menos
168;5;2012;Rio Claro;Interior;0;menos
1;6;2012;Rio de Janeiro;Capital;2;mais ou menos
4;6;2012;Rio de Janeiro;Capital;3;mais ou menos
5;6;2012;Rio de Janeiro;Capital;4;mais ou menos
6;6;2012;Rio de Janeiro;Capital;4;mais ou menos
7;6;2012;Rio de Janeiro;Capital;3;mais ou menos
9;6;2012;Rio de Janeiro;Capital;4;mais ou menos
10;6;2012;Rio de Janeiro;Capital;5;mais ou menos
12;6;2012;Rio de Janeiro;Capital;0;menos
13;6;2012;Rio de Janeiro;Capital;0;menos
14;6;2012;Rio de Janeiro;Capital;4;mais ou menos
15;6;2012;Rio de Janeiro;Capital;4;mais ou menos
16;6;2012;Rio de Janeiro;Capital;7;mais ou menos
17;6;2012;Rio de Janeiro;Capital;18;mais ou menos
18;6;2012;Rio de Janeiro;Capital;9;mais ou menos
19;6;2012;Rio de Janeiro;Capital;4;mais ou menos
20;6;2012;Rio de Janeiro;Capital;5;mais ou menos
21;6;2012;Rio de Janeiro;Capital;23;mais ou menos
22;6;2012;Rio de Janeiro;Capital;30;mais
23;6;2012;Rio de Janeiro;Capital;29;mais
24;6;2012;Rio de Janeiro;Capital;20;mais ou menos
25;6;2012;Rio de Janeiro;Capital;49;mais
26;6;2012;Rio de Janeiro;Capital;19;mais ou menos
